identifier,description,Justification,Justification_clustered,Salutation,Closing,Self-reference,image,language,format,Script,Material,Business Type,Title,date,latitude,longitude,lat/long,spatial coverage,dcterms:creator,comment
20200704_195055.jpg,הכניסה לחנות אך ורק עם חבישת מסיכות,,,,,חנות,,Hebrew,printed,cursive,paper|pen,בגדים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0676506,34.7706103,32.0676506/34.7706103,"15, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195119.jpg,נא לשמור 2 מטר מרחק. הכניסה לחנות מותנת בלבישת מסכה.,,,,,חנות,,Hebrew,printed,square,paper|printer,,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0676506,34.7706103,32.0676506/34.7706103,"15, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195131.jpg,לקוחות יקרים! נא לשים מסכה בבקשה!!! לשמור על בריאתנו תודה,לשמור על בריאותנו,לשמור על בריאותנו,לקוחות יקרים,תודה,,,Hebrew,hand written,cursive,paper|pen,,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0676506,34.7706103,32.0676506/34.7706103,"15, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195215.jpg,"בס""ד אין כניסה!!! בלי מסכה",,,,,,,Hebrew,hand written,cursive,paper|marker pen,הלבשה תחתונה,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0664003,34.7717697,32.06640029972222/34.7717697,"81, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195256.jpg,הכניסה לעסק מותרת רק עם מסכה,,,,,עסק,מסכה,Hebrew,printed,square,paper|printer,יציקת תכשיטים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0664003,34.7717697,32.06640029972222/34.7717697,"81, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195307.jpg,הכינסה לחנות עם מסיכה בלבד!  אנא המתינו בכניסה עד שנוכל לגשת. בברכת בריאות לכולנו,,,,בברכת בריאות לכולנו,חנות,,Hebrew,printed,square,paper|printer,יציקת תכשיטים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0664003,34.7717697,32.06640029972222/34.7717697,"81, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195356.jpg,יש לעטות מסיכה בכניסה למסעדה.,,,,,מסעדה,,Hebrew,hand written,cursive,paper|marker pen,מסעדה,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195402.jpg,הודעה בעקבות המצב שעות הפעילות עלולות להשתנות ____________ *ג'ל חיטוי נמצא לרשותכם חנות* -------------------- מקווים לחזור לשגרה המתוקה כמה שיותר מהר שׁוֹקוֹלָדשֶׁלִי,,,,מקווים לחזור לשגרה המתוקה כמה שיותר מהר,חנות,,Hebrew,printed,square,paper|printer,שוקולד,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195407.jpg,הכניסה ללא מסכה אסורה!,,,,,,איש עם מסכה,Hebrew,printed,square,paper|printer,תכשיטים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195435.jpg,לקוחות יקרים אנא עטו מסכה בכניסה לחנות ושמרו על מרחק של שני מטרים אחד מהשני  תודה ובריאות צוות אתא,,,לקוחות יקרים,תודה ובריאות צווא אתא,,לב|סמל אתא,Hebrew,printed,square,paper|printer,בגדים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195451.jpg,בהתאם לתקנות נא להכנס עם מסכות! תודה וסליחות,תקנות,תקנות,,תודה וסליחות,,,Hebrew,printed,cursive,paper|marker pen,ספרים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195521.jpg,"לקוחות נכבדים, בהתאם להוראות משרד הבריאות חובה לשמור על הנחיות הבאות: 1V. לשמור מרחק 2 מטר מאדם לאדם 2V. כניסה לחנות ללא מסכה אסורה בהחלט! 3V. התקהלות אסורה!  תודה על ההבנה ושיתוף פעולה!  ישראדון | גרפיקה ברוסית",הוראות משרד הבריאות,הוראות משרד הבריאות,לקוחות נכבדים,תודה על ההבנה ושיתוף פעולה,ישראדון|חנות,,Hebrew|Russian,hand written,cursive,paper|marker pen,"קישוטים, צעצועים","2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195533.jpg,הכניסה במסכות בלבד __________ תודה,,,,תודה,,,Hebrew,hand written,cursive,,,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0656418,34.7720623,32.065641799999995/34.7720623,"בית הכנסת של מושב זקנים, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195737.jpg,,,,,,,לוגו סטימצקי,Hebrew,printed,square,paper|printer,ספרים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0641387,34.772707,32.064138699999994/34.772706999722224,"103, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195745.jpg,חובה לשים מסכה בכניסה לחנות תודה!,,,,תודה,חנות,,Hebrew,hand written,cursive,paper|marker pen,ממתקים,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.0641387,34.772707,32.064138699999994/34.772706999722224,"103, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195931.jpg,לקוחות יקרים - לפי התו הסגול לא תותר כניסה של יותר מ 15 איש לחנות. - חובה על חבישת מסיכה בכניסה לחנות. - חובה לשמור על 2 מ' מרחק מהאדם הקרוב אליך.,התו הסגול,התו הסגול,לקוחות יקרים,,,,Hebrew,printed,square,paper|printer|punched pocket,,"2020-07-04 - לב תל-אביב, תל אביב-יפו",2020-07-04,32.0640608,34.7727264,32.0640608/34.772726399999996,"אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_195947.jpg,לקוחות יקרים - לפי התו הסגול לא תותר כניסה של יותר מ 10 איש לחנות. - חובה על חבישת מסיכה בכניסה לחנות. - חובה לשמור על 2 מ' מרחק מהאדם הקרוב אליך.,התו הסגול,התו הסגול,לקוחות יקרים,,,,Hebrew,printed,square,paper|printer,,"2020-07-04 - לב תל-אביב, תל אביב-יפו",2020-07-04,32.0640608,34.7727264,32.0640608/34.772726399999996,"אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_200152.jpg,"לקוחות יקרים שימו 3> כי הכניסה למתחם תתאפשר עם מסכת פנים בלבד! | לקוחות יקרים, בעקבות נהלי הקורונה החדשים אנחנו תכף מגיעים לפתוח לכם את הדלת למדידת חום. - מתנצלים מראש על העיכוב - 3>",נהלי הקורונה החדשים,נהלי הקורונה החדשים,לקוחות יקרים,מתנצלים מראש על העיכוב,מתחם,,Hebrew,printed|hand written,cursive,paper|marker pen,חדר בריחה,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0615574,34.7736511,32.06155739972222/34.7736511,"119א, אלנבי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_200245.jpg,בכניסה לחנות לבישת מסיכה חובה,,,,,חנות,,Hebrew,printed,square,paper|printer,כלי עבודה,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0615574,34.7736511,32.06155739972222/34.7736511,"119א, אלנבי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_200258.jpg,לקוחות ושליחים יקרים הכניסה רק עם כפפות ומסיכה,,,לקוחות ושליחים יקרים,,,,Hebrew,printed|hand written,square,paper|printer,,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0615574,34.7736511,32.06155739972222/34.7736511,"119א, אלנבי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_200514.jpg,לקוחות יקרים ואהובים! חבישת מסיכה חובה!,,,לקוחות יקרים ואהובים,,,מסכה,Hebrew,printed,square,paper|printer,בגדים,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0606039,34.7747576,32.06060389972222/34.7747576,"5, מנחם בגין, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_200530.jpg,נא להקפיד על מרחק 2 מטרים רדיוס בין אדם לאדם | כללי זהירות חובה סטריליים 1. חובה לחבוש מסכה בכניסה לחנות. 2. נא לחטא את הידיים עם אלכוג'ל עם כניסתכם לחנות. 3. להמתין לנציג למדידת חום. 4. לא לחצות את הפס האדום בהמשך החנות. | אין כניסה ללא מסיכה | נא לחטא את הידיים עם כניסתכם לחנות תודה. ---->,,,,תודה,חנות,אישה עם מסכה|חץ,Hebrew,printed,square,paper|printer|punched pocket,,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0606039,34.7747576,32.06060389972222/34.7747576,"5, מנחם בגין, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_212610.jpg,,,,,,,,,,,,,"2020-07-04 - תל אביב - יפו, לב תל-אביב",2020-07-04,32.071151,34.7696962,32.071151/34.76969619972222,"50א, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_100039.jpg,נא להיכנס עם מסכה בלבד!! שמת מסכה? חסכת לי אלפיי'ה מזנון שירז,שמת מסכה? חסכת לי אלפייה,שמת מסכה? חסכת לי אלפייה,,,מזנון שירז,,Hebrew,printed|hand written,cursive,red paper|marker pen,מסעדה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0671613,34.7720963,32.0671613/34.7720963,"La Repubblica, מזא''ה, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_154003.jpg,נא להכנס לחנות עם מסכה  שני קונים בחנות !!! | עקב התפרצות הקורונה ניתן להתקשר אלינו:,התפרצות הקורונה,התפרצות הקורונה,,,חנות,שלט אזהרה איש עם מסכה|צילום מסכה,Hebrew,printed,square,paper|printer,יודאיקה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.06762,34.7707181,32.067619999722226/34.770718099999996,"17, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_154007.jpg,,,,,,,צילום מסכה,,,,,,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.06762,34.7707181,32.067619999722226/34.770718099999996,"17, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_154021.jpg,שלום נא להיכנס לחנות עם מסיכות  שני קונים בחנות!!!  טקסטיל קאירי יצחק,,,שלום,,חנות|טקסטיל קאירי יצחק,,Hebrew,printed,square,paper|printer,בדים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0677235,34.7708164,32.06772349972223/34.7708164,"17, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_154128.jpg,הכניסה לחנות במסיכות  בלבד!!,,,,,חנות,,Hebrew,printed,square,paper|printer,בדים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0675486,34.7704614,32.0675486/34.7704614,"22, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_154137.jpg,הכניסה לחנות ללא מסכה אסורה בהחלט,,,,,חנות,,Hebrew,printed,square,paper|printer,בדים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0676509,34.7703994,32.067650899722224/34.7703994,"15, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_154335.jpg,הכניסה לחנות מחייבת חבישת מסכה ומדידת חום!,,,,,חנות,לוגו החנות| איש עם מסכה,Hebrew,printed,square,paper|printer,נעליים{אופנה|משחקים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0681354,34.7687652,32.0681354/34.768765199722225,"3, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155149.jpg,הכניסה למספרה עם מסכה בלבד תודה שחר,,,,תודה|<חתימה>,מספרה,,Hebrew,printed,square,paper|printer,מספרה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0670809,34.7695656,32.0670809/34.76956559972222,"19, שפ""ר, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155428.jpg,"עקב התקנות החדשות, הכניסה מותרת רק עם מסיכה, שני אנשים  לכל היותר במקביל. אנא הקפידו על שמירת מרחק אנו צריכים את עזרתכם על מנת שנוכל להישאר פתוחים!  WE LIKE YOU TOO",התקנות החדשות|צריכים את עזרתכם על מנת שנוכל להשאר,התקנות החדשות|צריכים את עזרתכם על מנת שנוכל להשאר,,We like you too,,לוגו,Hebrew|English,printed,square,paper|printer|colored glue,מאפיה,"2020-07-06 - נחלת בנימין, תל אביב - יפו",2020-07-06,32.0664731,34.7702692,32.0664731/34.7702692,", נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155715.jpg,הכניסה לחנות מותרת עם מסיכה בלבד! במקום תותר כניסה של עד 20 איש,,,,,חנות,,Hebrew,printed,square,paper|printer,צמר,"2020-07-06 - נחלת בנימין, תל אביב - יפו",2020-07-06,32.0664853,34.7682229,32.0664853/34.7682229,", נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155740.jpg,בהתאם להנחיות משרד הבריאות הכניסה לחנות היא עד שני אנשים ועם מסכות בלבד!,הנחיות משרד הבריאות,הנחיות משרד הבריאות,,,חנות,,Hebrew,printed,square,paper|printer,,"2020-07-06 - נחלת בנימין, תל אביב - יפו",2020-07-06,32.0663015,34.7704207,32.066301499999994/34.7704207,"Bicicletta, 29, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155755.jpg,הכניסה עם מסכה בלבד עד 4 אנשים בחנות  תו הסגול _______,תו הסגול,התו הסגול,,,חנות,,Hebrew,hand written,cursive,green paper|marker pen,צמר,"2020-07-06 - נחלת בנימין, תל אביב - יפו",2020-07-06,32.0663015,34.7704207,32.066301499999994/34.7704207,"Bicicletta, 29, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155809.jpg,בקפה בירנבאום מתנהלים לפי התו הסגול הכניסה במסיכה בלבד ____,התו הסגול,התו הסגול,,,קפה בירנבאום,,Hebrew,hand written,cursive,paper|marker pen,בית קפה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0662065,34.7704752,32.06620649972222/34.77047519972222,"חניון גרוזנברג, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155833.jpg,תו סגול _________ אין כניסה ללא מסכה עד 4 איש בחנות,תו סגול,תו סגול,,,חנות,,Hebrew,hand written,cursive,pink paper|marker pen,צמר|דסקית,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0662065,34.7704752,32.06620649972222/34.77047519972222,"חניון גרוזנברג, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155846.jpg,"לקהל לקחותינו, שימו לב הכניסה לבית העסק מותרת רק עם מסכה. תודה",,,לקהל לקחותינו,תודה,בית העסק,,Hebrew,printed,square,paper|printer,בגדים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0662065,34.7704752,32.06620649972222/34.77047519972222,"חניון גרוזנברג, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_155910.jpg,חובה לחבוש מסכה,,,,,,,Hebrew,hand written,cursive,paper|marker pen,בדים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0660905,34.7704562,32.066090499999994/34.77045619972222,"חניון גרוזנברג, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160010.jpg,חובה מסיכה wearing is caring <3  mask on!,,,,,,לב,Hebrew|English,hand written,cursive,paper|marker pen,מספרה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0654936,34.7708166,32.065493599999996/34.770816599999996,"39, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160025.jpg,אזרחים יקרים * חובת חבישת מסכה בכל עת השהייה במקום. * חובת שמירה על 2 מטר בין אנשים. * לא יותר מ-10 אנשים בו זמנית במקום.  תודה מראש צוות גלס וורקס,,,אזרחים יקרים,תודה מראש|<חתימה>,מקום,,Hebrew,printed,square,paper|printer,אופטיקה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0654936,34.7708166,32.065493599999996/34.770816599999996,"39, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160046.jpg,לפי הנחיות משרד הבריאות חובה לחבוש מסכה במרחב הציבורי,הנחיות משרד הבריאות,הנחיות משרד הבריאות,,,מרחב ציבורי,,Hebrew,printed,square,paper|printer,,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0654936,34.7708166,32.065493599999996/34.770816599999996,"39, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160102.jpg,הכניסה מותנית בחבישת מסכה Marilyn,,,,,,לוגו,Hebrew|English,printed,square,paper|printer,בר,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0651533,34.7709452,32.06515329972222/34.77094519972222,"שפגט, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160111.jpg,חובה לבישת מסכה בחנות,,,,,חנות,,Hebrew,hand written,cursive,paper|marker pen,כובעים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0651533,34.7709452,32.06515329972222/34.77094519972222,"שפגט, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160122.jpg,? חובה ! לבישת מסחה בחנות תודה,,,,תודה,חנות,,Hebrew,hand written,cursive,paper|marker pen,בדים,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0651384,34.7709361,32.065138399999995/34.7709361,"45, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_160306.jpg,אין להכנס לחנות ללא מסיכת פנים תודה שרות מבחוץ,,,,תודה,חנות,,Hebrew,printed,square,paper|printer,כלי בית,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0644073,34.7712377,32.06440729972222/34.7712377,"53, נחלת בנימין, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_161213.jpg,"לקוחות יקרים, חובת חבישת מסיכה ושמירה על מרחק של 2 מטר תודה 3>",,,לקוחות יקרים,תודה,,,Hebrew,hand written,cursive,paper|marker pen,אופטיקה,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0621554,34.773932,32.062155399999995/34.773932,"4, מקוה ישראל, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_161326.jpg,לקוחות יקרים! אין להכנס לחנות ללא מסיכה,,,לקוחות יקרים,,חנות,,Hebrew,hand written,cursive,paper| marker pen,כלי בית ועבודה,"2020-07-06 - שד""ל, תל אביב - יפו",2020-07-06,32.0633709,34.7745971,32.063370899999995/34.7745971,"בית מתנאל, 6, שד""ל, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_162628.jpg,כניסה עם מסכה בלבד! עד שני אנשים בחנות תודה!,,,,תודה,חנות,מסכה,Hebrew,hand written,cursive,paper|marker pen,בגדים,"2020-07-06 - מקוה ישראל, תל אביב - יפו",2020-07-06,32.0623112,34.7747936,32.062311199999996/34.7747936,"KULI ALMA, 10, מקוה ישראל, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200706_162750.jpg,"לקוחות יקרים, על פי הנחיות משרד הבריאות - (התו הסגול) 1. חובה למדוד חום בכניסה. 2. אין להכנס ללא מסיכה על הפנים! 3. בשטח המכון יכולים להיות עד 3 מטופלים יחד בלבד! 4. אנא המתינו לתורכם בחוץ תוך שמירה על מרחק. 5. אנא הקפידו על הכללים למען נשמור על בריאותכם ובריאותנו. 6. תודה",הנחיות משרד הבריאות|התו הסגול,הנחיות משרד הבריאות|התו הסגול,לקוחות יקרים,,שטח המכון,,Hebrew,printed,square,paper|printer,מכון יופי,"2020-07-06 - תל אביב - יפו, לב תל-אביב",2020-07-06,32.0619571,34.7752869,32.061957099999994/34.77528689972222,"3, ברזילי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_080309.jpg,,,,,,,,,,,,,"2020-07-07 - תל אביב - יפו, נווה שאנן",2020-07-07,32.0584785,34.7754077,32.05847849972222/34.7754077,"13, צ'לנוב, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_080418.jpg,USE MASK | כניסה רק עם מסכה Entry only with mask <טקסט בערבית> | <שלט באמהרית>,,,,,,"דמות עם מסכה + וי, דמות בלי מסכה + x",Hebrew|English|Arabic|Amharic,hand written|printed,cursive|square,paper|marker pen|printed sticker,,"2020-07-07 - תל אביב - יפו, נווה שאנן",2020-07-07,32.0579922,34.7752161,32.057992199999994/34.7752161,"70, מטלון, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_080608.jpg,נא המתן שהלקוח שלפנייך יצא....  אין כניסה ללא מסיכה,,,,,,,Hebrew,hand written,cursive,green construction paper|marker pen,טבק,"2020-07-07 - תל אביב-יפו, מחוז תל אביב",2020-07-07,32.057461,34.7748818,32.057460999999996/34.774881799999996,"תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_080646.jpg,לקוחות יקרים על פי הוראות משרד הבריאות הכניסה לחנות רק באמצעות חבישת מסכה וכפפות  י.שלום ייבוא ושיווק מוצרי חשמל,הוראות משרד הבריאות,הוראות משרד הבריאות,לקוחות יקרים,,חנות,לוגו,Hebrew,printed,square,paper|printer,מכשירי חשמל,"2020-07-07 - תל אביב - יפו, נווה שאנן",2020-07-07,32.0577523,34.7751463,32.05775229972222/34.775146299999996,"19, צ'לנוב, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_162635.jpg,חובה MUST הוראת משרד הבריאות  הכניסה לקיוסק מותרת אך ורק במסכה ושמירת מרחק של 2 מ'  תודה ויום מקסים!,,,,תודה ויום מקסים,קיוסק,מסכה אמיתית,Hebrew|English,hand written,cursive,construction paper|marker pen,פיצוציה,"2020-07-07 - תל אביב - יפו, נווה שאנן",2020-07-07,32.0587346,34.7755328,32.058734599999994/34.7755328,"79, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_162656.jpg,הכניסה למרפאה במסיכה בלבד!,,,,,מרפאה,מסכה אמיתית,Hebrew,printed,square,paper|printer,מרפאה,"2020-07-07 - תל אביב - יפו, נווה שאנן",2020-07-07,32.058802,34.7752918,32.058802/34.77529179972222,"77, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_162812.jpg,Dear customers Please wear a face mask for everyone's safety/  <טקסט באמהרית>,,,Dear Customers,,,איש עם מסכה,English|Amharic,printed,square,paper|printer,מכולת,"2020-07-07 - תל אביב - יפו, נווה שאנן",2020-07-07,32.0589185,34.7748043,32.05891849972222/34.77480429972222,"71, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_163226.jpg,לקוחות יקרים! הכניסה מותנית בעטיית מסיכה  נא להקפיד על מרחק של 2 מטרים בין אדם לאדם  STAY SAFE!,,,לקוחות יקרים,Stay safe,,,Hebrew|English,printed,square,paper|printer,,"2020-07-07 - תל אביב - יפו, פלורנטין",2020-07-07,32.0588523,34.7734327,32.05885229972222/34.7734327,"24, העלייה, תל אביב - יפו, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200707_163306.jpg,כניסה לחנות עם מסכה בלבד!,,,,,חנות,לוגו קונגרס הבולאים| מסכה,Hebrew,printed,square,paper|printer,אספני בולים,"2020-07-07 - שוק לוינסקי, פלורנטין",2020-07-07,32.0587765,34.7731482,32.0587765/34.7731482,"48, מטלון, שוק לוינסקי, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
